A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age,group
3,3,1,1,3,5,5,4,2,5,3,6,4,2,6,3,3,3,3,4,2,2,5,4,2,2,NA,25,
2,5,5,5,4,4,4,6,1,5,4,3,1,4,5,4,5,4,5,5,4,2,5,5,2,2,5,38,
1,6,6,6,6,6,6,6,1,1,1,3,6,6,6,6,5,6,6,1,6,4,5,6,1,2,4,22,
4,5,5,5,6,5,4,4,2,2,2,2,4,6,5,1,4,2,2,1,4,2,5,2,2,2,3,39,
1,5,5,5,6,5,5,3,3,4,2,1,5,5,5,5,6,5,3,3,4,5,5,5,3,2,3,34,
1,5,6,6,6,5,6,6,2,1,4,2,6,5,5,1,1,1,2,1,5,2,6,2,3,2,5,54,
2,5,5,6,5,5,5,6,2,2,2,2,2,5,5,2,1,1,2,2,5,2,2,5,2,1,3,56,
1,5,4,5,4,5,6,6,3,6,2,5,4,5,3,2,3,5,5,6,6,2,5,6,1,2,3,21,
1,5,2,5,3,3,2,4,2,5,3,2,4,4,5,3,3,5,4,5,5,3,5,6,5,2,5,30,
3,6,3,4,3,5,2,4,5,2,5,5,2,3,3,5,4,4,3,6,4,5,4,5,6,1,4,22,
1,4,5,4,5,5,6,3,1,3,3,1,6,6,6,3,2,2,2,4,5,4,5,2,2,2,5,31,
2,5,5,6,2,6,5,4,4,6,2,2,2,3,2,2,1,3,2,4,3,2,2,4,3,2,3,17,
2,6,4,4,3,5,4,5,3,4,1,4,2,4,5,2,5,4,4,2,5,1,5,6,2,2,5,24,
2,5,5,5,5,5,2,2,3,2,3,4,4,5,5,3,3,4,4,4,4,3,3,4,5,2,5,23,
3,5,2,2,5,2,3,5,1,2,2,2,3,2,4,2,2,5,2,2,4,2,1,2,3,1,1,21,
2,2,2,5,5,6,6,5,1,4,2,3,3,2,4,4,4,2,1,3,6,2,4,1,1,1,3,26,
4,4,3,2,5,5,4,4,2,5,5,4,4,3,2,2,4,5,4,5,4,2,5,6,1,2,4,21,
NA,6,5,6,6,6,5,5,1,2,2,2,4,5,6,2,1,2,3,2,5,1,6,6,1,2,4,50,
4,6,4,6,3,5,2,3,5,4,1,1,4,4,5,4,4,4,4,5,6,2,4,5,1,2,2,35,
1,6,6,4,6,2,4,4,1,2,2,1,6,6,4,1,1,1,1,1,3,1,2,1,NA,2,2,72,
1,5,4,4,5,6,2,3,3,4,3,4,4,3,5,2,2,4,4,2,4,2,4,5,6,2,3,39,
2,5,4,5,5,4,3,4,4,3,3,4,1,2,5,4,4,4,4,4,4,2,4,6,3,2,2,40,
2,5,5,6,5,5,5,5,4,4,6,5,5,5,4,1,4,1,4,1,2,4,5,3,5,2,3,41,
2,4,3,6,4,4,2,2,1,5,1,1,3,6,2,3,4,4,4,3,4,1,2,2,2,2,NA,14,
1,6,6,5,5,4,2,4,3,5,5,1,5,4,4,3,4,2,2,2,6,1,4,4,2,2,4,40,
1,6,6,6,6,6,6,6,1,1,1,2,4,6,5,1,3,3,1,1,6,1,6,5,1,1,1,36,
5,4,4,4,3,4,2,2,4,4,2,2,5,4,4,2,2,1,3,1,5,1,6,4,2,1,1,24,
4,5,4,5,5,5,5,6,4,4,4,6,4,2,3,1,1,1,1,2,6,2,5,6,2,1,1,19,
5,2,1,2,5,2,4,3,4,5,2,5,2,3,5,4,5,5,5,6,3,1,6,6,1,2,4,22,
1,6,6,6,6,6,1,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,6,6,2,4,38,
1,4,4,6,4,6,6,5,1,5,5,5,4,3,6,5,5,4,5,6,4,1,3,6,2,1,NA,16,
2,6,4,5,5,5,6,5,1,4,2,5,5,4,6,6,6,5,NA,6,4,3,6,5,1,2,3,20,
3,3,4,2,4,5,4,5,3,5,6,5,3,3,4,3,4,4,4,6,3,5,4,5,4,2,4,20,
2,4,4,5,4,2,2,4,4,5,4,3,4,5,4,1,3,2,2,1,5,1,4,6,1,2,3,32,
2,6,4,6,5,2,5,2,4,5,3,2,4,5,5,5,4,5,4,6,5,4,3,3,5,1,4,23,
2,2,4,5,2,6,6,5,2,3,6,5,6,1,2,5,5,4,5,4,6,1,6,6,1,1,2,20,
2,5,5,2,5,3,2,4,3,4,2,2,4,5,5,3,4,3,3,2,5,3,4,5,3,2,4,28,
2,5,5,5,5,6,5,4,3,4,2,4,4,5,3,4,4,4,4,4,4,4,4,5,3,2,3,20,
1,6,5,6,5,3,4,5,5,5,3,5,4,5,5,2,4,3,3,2,5,3,4,2,3,2,3,20,
1,6,6,6,5,6,5,5,1,3,3,2,3,6,4,4,4,4,2,3,4,1,5,5,2,2,5,48,
2,5,5,2,5,3,2,5,3,4,2,2,4,5,5,2,4,1,2,2,4,2,4,5,2,2,4,28,
2,5,5,2,5,3,3,5,3,4,2,2,5,5,5,2,4,1,2,2,4,2,4,5,2,2,4,28,
2,6,5,3,5,3,3,4,2,4,2,1,5,5,5,2,4,1,2,2,5,2,4,6,2,2,4,28,
2,5,5,2,5,3,3,4,2,4,2,1,5,5,5,2,4,2,2,2,5,2,4,6,2,2,4,28,
3,4,4,5,5,5,4,2,2,5,2,4,2,4,4,4,4,4,5,3,4,4,5,4,3,2,3,29,
1,4,4,4,4,5,3,4,3,2,3,1,3,5,5,2,3,4,2,3,5,2,4,4,2,1,4,28,
3,5,6,5,5,5,6,3,2,5,1,4,6,4,6,4,4,5,6,2,5,1,6,6,1,2,3,21,
5,5,2,5,3,6,6,5,1,1,3,4,3,3,5,4,5,2,4,1,3,2,4,6,2,2,5,26,
1,5,5,6,6,5,2,2,2,3,2,2,5,6,5,2,3,2,2,1,5,5,5,3,5,1,3,40,
1,6,5,5,5,5,2,5,1,4,2,1,3,5,4,2,4,4,2,4,5,2,5,6,2,2,2,25,
3,3,4,3,4,5,5,3,3,5,3,5,3,3,2,5,5,6,4,4,5,2,6,5,1,1,1,23,
1,6,3,5,4,5,2,4,3,5,6,3,2,3,1,1,2,1,2,3,5,2,3,5,2,1,3,19,
4,2,4,5,4,4,4,5,NA,1,5,4,1,3,2,NA,2,1,3,4,5,1,4,2,NA,1,3,39,
1,6,5,4,6,5,4,4,5,6,4,4,4,3,5,2,5,1,2,4,6,6,5,4,2,2,5,53,
2,5,6,6,6,6,5,4,5,5,1,2,3,6,3,4,1,6,6,2,5,1,4,2,5,1,4,21,
1,6,6,4,6,6,6,5,1,5,1,4,6,4,5,5,5,6,4,5,6,1,6,6,1,2,5,31,
1,6,6,6,5,5,4,5,1,1,4,4,4,5,4,4,4,4,4,2,5,1,4,5,2,2,3,29,
1,6,6,6,5,6,6,6,2,1,4,4,4,5,5,1,4,1,1,1,6,2,5,6,1,2,4,50,
5,4,2,5,3,5,6,6,1,2,3,2,4,5,4,2,5,2,3,1,6,1,5,4,1,1,4,54,
5,2,1,2,2,4,6,6,1,5,1,6,2,5,2,6,6,6,6,6,6,3,5,6,1,2,NA,18,
5,6,6,6,6,6,6,6,1,3,4,3,5,6,5,1,5,4,4,3,5,2,5,6,1,2,3,21,
1,6,4,5,6,2,3,3,4,6,2,4,4,6,2,1,1,1,1,4,3,2,5,6,2,1,3,22,
2,5,4,6,4,2,1,2,4,5,4,4,4,4,3,2,3,2,3,2,3,3,4,3,2,2,5,32,
3,5,6,6,5,3,6,6,1,1,1,1,6,5,3,1,1,2,2,1,6,1,6,2,1,2,3,46,
1,6,6,5,6,6,6,6,1,1,6,4,5,5,6,6,6,5,6,5,3,4,6,6,1,2,3,40,
1,6,6,6,6,5,5,5,1,1,3,2,5,5,4,1,1,2,2,1,5,1,5,5,1,2,5,52,
4,3,3,5,1,3,5,2,5,5,1,1,4,2,2,6,6,6,6,6,2,5,4,6,5,2,3,50,
2,5,5,5,6,4,5,5,4,4,4,2,5,5,4,4,4,5,4,4,4,3,4,5,3,2,3,19,
2,4,5,6,5,3,2,5,3,5,4,1,5,3,1,2,5,6,4,2,2,3,5,2,2,2,5,25,
1,6,6,4,6,4,4,1,5,5,4,5,5,2,2,5,5,5,6,2,5,1,6,6,2,1,3,19,
1,6,6,6,6,6,6,4,1,3,6,4,5,5,6,6,6,3,1,4,3,5,6,4,4,1,4,22,
4,5,4,6,5,4,3,1,4,6,3,1,NA,6,6,4,6,5,6,6,6,6,3,6,5,2,4,26,
1,5,6,4,6,2,5,5,6,5,2,1,6,5,6,4,5,3,4,4,5,5,6,2,4,2,5,29,
1,5,6,6,1,1,6,5,1,1,1,1,5,6,1,5,2,1,5,5,6,4,5,1,2,2,5,38,
3,4,3,5,4,5,5,4,3,2,6,6,2,2,3,4,4,2,3,2,6,1,5,6,1,1,5,32,
3,6,6,5,5,4,3,4,4,5,2,2,5,6,6,3,5,4,4,5,6,4,4,5,3,2,3,23,
6,4,1,5,4,5,4,5,5,6,6,6,4,4,5,1,1,1,1,1,6,5,1,5,5,1,1,44,
2,4,4,5,5,5,6,5,1,3,2,3,4,5,4,3,5,5,3,6,4,3,4,5,2,2,3,35,
1,5,4,6,4,3,6,5,2,3,5,4,4,5,4,1,1,2,3,4,5,5,5,2,5,1,5,21,
1,5,5,6,5,5,4,4,2,5,1,5,5,6,2,1,1,1,2,6,4,2,5,5,6,2,5,29,
4,3,5,6,4,4,5,5,1,3,5,3,3,5,3,1,4,3,4,2,4,4,5,3,2,1,4,21,
1,6,6,6,3,1,6,5,1,1,2,NA,6,5,5,2,2,1,1,2,5,1,5,5,1,2,3,33,
6,6,4,4,4,4,5,5,2,5,5,1,2,6,5,5,4,6,4,5,5,4,4,4,3,2,4,23,
1,5,6,5,5,4,NA,5,4,5,4,4,4,4,3,2,4,3,3,2,4,2,6,6,1,2,2,57,
2,6,5,5,3,5,5,6,2,2,5,6,4,2,4,5,5,6,5,6,5,1,5,6,2,2,3,21,
1,6,6,4,6,4,5,5,2,2,1,1,4,6,5,2,2,2,4,2,5,4,5,5,2,2,5,42,
2,5,5,1,4,4,2,5,4,6,4,4,5,1,1,2,4,2,5,4,5,1,5,5,5,2,4,30,
5,4,5,6,2,6,4,3,6,4,3,4,5,5,6,5,6,6,3,3,5,2,4,6,2,1,2,39,
4,4,4,5,4,3,5,6,3,2,6,4,4,4,4,4,5,5,6,1,5,3,4,6,1,2,1,17,
2,6,6,6,5,5,5,5,2,2,1,2,5,6,5,2,2,1,1,2,5,3,5,5,2,2,5,36,
5,4,5,4,5,4,5,6,3,3,3,2,6,2,6,6,6,6,6,6,6,4,5,6,1,2,4,18,
6,6,6,5,5,6,5,6,1,2,1,2,5,6,6,1,1,1,1,1,6,1,5,1,1,1,1,20,
3,1,1,2,1,6,4,2,6,5,6,5,4,6,5,1,4,6,6,6,6,5,1,6,1,1,5,21,
2,6,6,2,4,5,4,4,4,6,3,2,4,5,4,4,4,3,5,2,6,1,4,6,1,1,2,20,
1,5,6,5,5,5,5,5,1,1,4,4,4,2,5,3,3,5,5,1,6,1,6,6,1,2,4,35,
1,6,6,6,4,1,5,6,1,1,1,1,5,2,6,3,4,4,1,1,5,4,4,2,3,2,3,26,
2,5,4,3,3,4,4,4,4,6,6,5,3,6,5,4,4,4,5,5,5,3,4,5,5,1,4,26,
1,6,6,6,6,5,3,1,6,2,4,2,6,3,6,6,6,6,6,6,6,1,6,6,1,2,2,40,
4,5,5,4,5,5,5,4,3,4,5,3,5,5,6,2,2,2,3,1,5,2,5,6,2,1,4,23,
3,4,3,1,3,6,4,4,4,5,2,4,2,2,5,3,4,5,3,2,4,1,5,5,3,1,5,25,
1,5,6,4,6,6,6,3,2,2,4,2,5,5,6,1,5,6,4,6,4,2,6,6,1,2,5,38,
3,5,5,3,5,5,6,3,1,2,6,4,4,5,5,4,4,5,4,4,4,1,5,5,2,2,5,27,
1,6,5,4,4,4,5,2,3,5,1,3,3,4,5,2,3,5,6,2,5,1,5,5,2,2,NA,14,
1,5,6,5,2,5,5,3,2,3,1,1,5,6,5,1,2,5,2,1,6,4,5,2,4,2,1,27,
2,5,5,6,5,6,5,5,2,1,1,1,5,6,5,1,1,2,1,1,6,4,5,2,2,1,5,32,
1,5,6,5,6,4,4,5,2,4,2,1,6,6,6,2,4,2,4,1,6,1,5,6,2,1,5,39,
2,5,5,4,4,5,6,4,2,2,1,2,4,4,6,6,6,2,3,5,5,2,5,5,3,2,3,31,
5,5,2,2,4,4,6,5,4,5,4,4,4,6,4,6,6,5,6,4,5,4,5,5,5,1,5,31,
2,6,6,6,6,5,5,4,3,2,1,2,5,6,5,3,3,3,2,2,5,5,5,6,2,2,2,20,
1,5,4,4,5,5,4,4,1,2,1,1,4,5,5,3,3,2,3,2,4,4,4,6,3,2,5,32,
1,6,6,6,6,5,5,4,2,2,2,4,4,5,3,3,4,2,3,3,5,2,4,6,2,2,3,42,
1,5,5,6,4,4,4,4,2,2,1,4,3,6,4,NA,4,4,4,6,5,4,4,4,4,2,3,20,
4,4,5,4,4,5,3,3,2,3,3,4,5,3,5,2,4,4,3,4,4,2,4,4,3,2,3,26,
4,4,4,4,4,5,6,2,2,4,6,4,6,6,4,1,1,2,4,3,6,1,6,6,1,1,3,23,
1,6,5,5,5,5,2,5,3,5,4,4,5,4,3,4,4,5,6,4,6,4,6,6,1,1,3,32,
1,4,6,2,5,6,6,4,1,4,6,6,6,1,4,5,4,4,4,6,6,2,6,6,1,2,5,27,
1,6,5,6,5,6,5,5,2,3,5,6,2,3,4,3,4,2,5,2,4,3,4,5,2,2,3,19,
5,3,5,6,4,5,5,3,2,6,1,1,4,5,6,NA,5,6,4,2,6,5,3,6,3,2,3,43,
1,6,6,6,6,6,5,5,1,4,1,1,5,6,5,1,1,4,1,5,6,5,6,6,2,2,3,31,
1,6,4,2,6,4,4,6,5,1,2,2,2,4,4,3,3,1,1,5,4,6,1,5,5,2,5,25,
1,6,6,6,6,5,5,4,4,2,2,1,5,4,5,4,3,3,2,1,6,1,5,5,2,2,5,29,
3,6,5,6,6,3,2,4,3,6,1,1,5,6,6,1,2,2,1,1,5,3,5,4,6,1,3,42,
5,5,5,5,3,4,5,5,1,2,1,2,4,5,6,5,4,4,2,6,4,5,5,4,2,2,3,39,
3,4,3,4,3,3,4,4,3,4,NA,5,3,1,1,3,4,3,4,5,3,4,3,4,3,2,5,31,
1,6,6,4,5,5,4,5,1,1,2,1,5,6,6,1,5,1,1,2,6,4,5,5,2,1,5,24,
1,4,4,6,4,5,5,4,2,3,NA,4,2,3,4,3,3,4,4,3,3,1,3,5,1,2,5,45,
1,6,6,5,6,6,5,4,1,4,2,2,6,5,6,2,2,3,2,1,6,4,6,4,2,1,5,30,
5,2,2,4,4,5,5,5,1,1,6,5,2,2,5,3,2,2,5,2,2,1,4,4,6,2,4,21,
2,4,5,5,5,3,3,4,5,3,4,4,6,5,5,6,5,6,4,4,5,1,5,4,5,2,NA,14,
2,6,5,5,5,5,6,5,2,2,1,2,4,6,6,1,2,2,2,3,6,1,5,6,4,2,3,25,
1,4,6,5,6,6,4,4,5,6,2,3,6,6,4,1,2,2,5,1,6,2,5,5,3,2,2,48,
2,6,4,3,4,1,4,1,4,6,1,6,2,2,6,6,6,6,6,5,3,6,3,5,6,2,3,40,
1,4,4,4,4,5,5,3,2,4,2,4,3,4,4,4,4,4,4,5,6,4,4,6,1,1,4,44,
2,4,4,6,4,5,6,4,1,5,2,4,4,5,3,4,5,5,5,5,4,2,5,6,2,2,4,36,
5,2,2,2,4,2,2,4,6,4,4,4,4,2,2,3,5,4,6,3,6,1,5,6,4,2,2,28,
1,5,5,6,5,5,5,5,1,4,2,3,4,5,4,1,1,1,1,4,5,1,4,5,2,1,3,39,
1,5,5,5,4,4,5,5,4,6,4,5,5,2,5,4,NA,5,5,4,6,4,5,5,4,2,4,35,
2,5,5,5,6,6,5,6,1,1,2,1,6,5,5,2,2,1,1,1,5,1,6,4,1,1,3,33,
2,5,5,6,4,4,4,4,2,3,3,3,4,4,4,1,2,1,2,1,4,3,4,4,3,2,3,21,
4,5,5,6,4,6,6,6,1,2,2,3,4,4,6,3,4,4,2,4,4,3,6,6,1,1,3,19,
2,2,5,5,3,3,4,3,2,3,2,2,3,5,2,3,3,4,2,3,5,1,5,5,2,1,4,45,
2,5,4,4,4,3,4,5,2,2,4,5,2,4,3,2,2,2,2,3,3,2,2,6,3,2,4,49,
1,4,3,4,5,5,4,5,2,1,5,2,4,4,5,3,2,5,2,4,5,3,4,5,2,2,4,23,
4,5,5,6,5,5,5,3,2,4,1,4,4,6,6,1,3,1,1,1,6,2,6,5,1,2,3,27,
1,6,6,5,6,6,3,4,1,3,1,1,6,5,6,3,2,1,1,NA,6,1,1,6,1,2,5,52,
3,4,4,6,3,4,4,2,2,5,4,4,3,4,3,4,5,4,4,3,NA,5,5,4,4,2,5,40,
2,6,5,6,6,6,5,5,2,4,4,4,6,6,6,3,4,4,4,2,5,2,5,6,4,1,5,29,
2,4,5,4,4,6,6,NA,1,1,2,2,2,5,5,2,2,1,2,2,5,2,NA,4,2,2,3,49,
2,4,4,3,4,2,4,4,6,6,3,4,1,2,6,6,6,3,6,5,5,5,4,1,3,2,2,30,
2,5,5,4,5,5,4,4,1,3,2,3,4,5,5,3,4,3,2,2,4,2,4,6,1,2,3,25,
1,5,5,6,6,5,6,6,1,1,5,4,5,5,6,1,4,1,4,1,NA,5,5,6,5,2,5,45,
1,6,6,6,6,4,4,4,2,2,1,1,6,6,6,1,2,3,1,1,6,1,6,4,1,2,3,27,
1,6,5,4,6,5,5,5,2,3,4,4,3,2,3,5,4,6,5,6,6,1,5,5,1,2,3,29,
1,6,5,4,5,6,2,5,1,1,1,1,5,6,6,1,1,1,1,1,6,1,6,6,1,1,5,26,
2,5,6,5,6,6,5,1,4,1,1,1,5,6,5,1,1,4,1,1,6,6,4,6,5,1,4,32,
5,2,3,4,2,6,6,6,1,1,5,5,2,2,5,5,6,2,2,1,5,1,5,4,2,1,5,29,
2,6,5,6,3,6,6,6,1,1,5,NA,2,6,5,2,2,1,1,2,6,1,6,4,1,2,3,52,
1,6,4,6,4,6,5,5,5,5,4,5,3,2,4,5,6,5,2,4,6,1,4,6,1,1,5,54,
2,5,6,4,6,4,5,6,3,2,2,2,6,6,5,4,4,3,2,3,6,2,5,5,2,2,3,20,
1,6,6,6,6,5,5,4,3,5,3,5,5,4,5,3,4,2,4,5,6,3,5,6,3,2,1,16,
1,5,5,5,5,5,2,2,6,5,6,4,2,6,4,1,2,3,NA,1,6,6,5,2,5,1,4,36,
3,2,3,5,3,1,5,2,4,6,5,6,2,1,1,6,6,6,4,5,4,1,1,6,1,2,3,22,
3,6,5,6,5,5,5,6,1,1,2,3,4,4,5,4,4,4,3,2,5,4,4,5,2,2,2,35,
1,6,6,4,6,5,2,1,5,5,1,1,5,6,5,4,4,6,1,6,6,4,5,5,4,2,4,24,
1,5,5,6,4,6,6,6,2,1,2,2,5,6,5,1,1,1,1,1,6,5,5,5,1,1,5,38,
1,6,6,5,6,4,3,5,3,2,2,2,4,5,4,2,3,4,3,4,3,4,4,6,1,2,3,20,
2,5,6,6,4,5,6,5,1,1,5,1,5,6,6,3,4,3,2,4,5,2,5,5,2,2,3,33,
1,6,6,6,6,6,6,3,1,1,1,1,6,6,6,6,6,6,6,3,6,6,6,6,1,2,3,26,
3,6,6,5,6,4,3,4,5,1,1,1,5,6,3,2,3,1,4,3,4,4,5,5,2,1,3,19,
3,5,6,6,5,4,6,3,3,2,5,3,5,5,5,1,3,4,5,1,5,1,5,5,2,1,3,21,
1,6,6,6,6,6,5,6,1,2,1,2,5,5,4,2,5,2,2,1,6,1,6,5,1,2,3,28,
2,6,2,6,5,4,5,6,2,3,NA,1,5,6,4,2,2,1,2,2,6,3,5,4,3,2,2,19,
1,6,5,5,5,5,5,2,3,5,1,2,4,6,5,1,2,1,2,2,4,1,5,5,3,2,3,36,
1,5,2,4,2,5,6,6,5,6,6,5,1,2,5,4,5,4,5,NA,5,6,1,3,3,1,3,51,
2,5,6,6,5,4,3,4,5,5,2,5,5,4,4,3,4,4,6,3,6,1,5,5,2,1,4,24,
5,5,5,2,6,5,4,4,4,6,2,6,5,5,5,5,6,6,4,6,5,2,5,4,4,2,4,34,
2,6,6,6,5,4,4,4,1,1,1,1,4,5,4,1,2,1,1,2,4,2,4,5,2,2,3,43,
2,6,6,6,4,3,5,3,4,4,6,5,3,NA,3,2,3,3,5,4,6,1,6,6,1,2,NA,20,
1,6,4,1,4,5,3,3,4,5,3,4,4,1,4,3,4,5,6,3,5,5,5,6,4,2,5,44,
1,5,6,6,4,3,3,1,5,6,5,6,5,3,3,6,6,4,6,5,5,5,2,6,3,1,3,20,
3,2,5,4,4,NA,3,4,3,1,3,2,4,5,3,3,3,3,4,4,3,2,3,2,3,2,3,18,
1,6,6,4,6,5,5,5,1,2,5,4,5,5,5,4,4,4,2,5,5,2,5,6,2,2,5,45,
4,6,5,6,5,4,4,3,2,2,2,1,5,6,6,2,3,2,2,1,6,2,6,5,5,2,2,27,
2,5,5,2,5,3,2,NA,2,3,2,3,NA,4,4,5,4,6,4,3,5,2,4,5,2,2,3,34,
4,4,2,2,1,2,2,5,5,6,6,6,1,1,2,3,5,4,5,4,4,2,4,6,3,2,NA,14,
1,5,6,5,6,4,2,5,2,2,1,3,5,5,5,1,1,2,2,2,5,2,6,5,2,2,3,30,
1,5,6,6,5,4,5,5,5,2,1,4,3,6,2,1,1,2,1,1,6,4,4,5,2,2,1,53,
3,4,2,1,1,6,6,3,1,1,6,3,6,2,6,1,5,4,2,2,6,1,5,5,1,2,5,35,
2,6,5,6,6,6,6,4,1,2,3,4,3,5,5,2,5,5,3,5,5,2,6,5,1,2,3,25,
1,6,6,6,6,4,4,2,2,2,1,2,5,5,5,1,1,4,4,1,6,1,6,6,1,1,3,21,
3,4,4,4,3,6,6,5,2,3,5,5,4,2,4,3,3,3,3,5,5,2,4,5,2,2,NA,15,
1,5,5,6,5,5,5,4,3,3,2,2,5,6,5,2,2,1,1,3,5,4,5,5,3,2,3,62,
5,5,5,4,5,4,2,3,4,5,1,1,5,6,6,2,5,5,5,1,6,4,5,5,1,2,3,44,
2,4,5,6,4,5,4,5,2,2,2,2,1,5,5,3,5,5,3,5,5,4,4,5,2,2,3,49,
NA,5,6,6,5,6,5,5,2,2,2,2,5,6,6,1,2,3,NA,2,5,4,5,4,2,2,4,28,
3,4,5,6,5,4,4,5,2,1,4,3,3,4,4,1,2,4,2,3,4,2,4,5,2,2,3,29,
2,6,6,6,5,5,4,6,2,2,2,2,5,5,5,2,3,2,2,4,4,3,4,6,3,2,3,21,
2,6,5,6,4,5,5,4,1,2,2,1,6,6,6,1,3,2,1,2,5,1,5,4,2,2,3,23,
3,4,4,5,4,4,4,3,3,4,4,4,3,3,3,2,2,3,3,3,3,2,5,4,3,2,5,37,
4,4,4,6,3,6,5,6,1,5,4,1,5,5,6,6,6,5,5,4,6,4,4,5,3,1,3,38,
NA,5,NA,6,6,4,5,5,4,3,4,4,4,5,4,4,5,4,3,5,4,4,3,6,NA,2,5,22,
5,3,2,5,2,6,3,4,2,2,1,2,5,5,6,3,5,2,2,3,5,1,5,2,2,2,3,26,
3,4,4,6,6,4,5,5,4,2,3,4,5,5,5,6,5,4,3,3,5,4,5,6,3,1,3,29,
5,4,4,6,NA,5,6,6,3,1,4,3,4,5,5,3,1,3,4,3,4,3,3,3,5,2,2,46,
1,5,6,5,5,2,2,1,3,5,1,2,5,5,6,1,2,2,2,1,6,2,5,4,2,2,5,50,
3,4,5,5,5,5,5,4,2,2,4,5,4,3,4,3,4,4,4,3,4,3,3,5,2,2,3,24,
2,6,5,6,5,4,3,5,2,3,1,2,5,2,6,4,2,4,5,4,4,2,5,6,2,2,3,45,
2,5,5,5,5,5,6,6,1,2,2,3,4,6,5,4,5,2,4,5,5,4,6,5,1,2,3,32,
1,5,5,3,4,6,6,4,2,5,3,2,4,5,4,5,5,5,6,1,5,1,4,5,1,1,3,19,
1,6,6,6,6,4,5,3,4,4,1,2,NA,6,6,1,4,6,1,1,6,1,6,6,1,1,NA,15,
2,6,6,6,5,5,4,5,2,2,1,2,5,6,5,4,4,4,4,4,6,1,4,6,3,1,3,21,
1,6,6,6,5,4,6,6,1,2,5,2,3,5,5,1,4,1,2,2,5,5,2,6,4,2,3,38,
5,6,6,5,6,5,6,6,1,1,3,1,3,6,6,2,4,2,4,1,5,2,5,4,3,2,3,20,
5,6,3,6,3,3,6,6,1,3,6,6,2,4,6,6,6,6,4,6,6,6,3,4,4,2,2,28,
4,2,5,2,5,6,2,3,4,6,6,6,3,1,2,4,4,6,6,2,6,1,5,6,1,1,2,25,
1,6,NA,6,6,5,5,2,1,5,NA,2,5,5,5,4,4,NA,4,2,5,4,5,3,1,2,3,47,
1,6,6,6,6,5,5,2,1,5,3,2,5,5,5,4,4,4,4,2,5,4,5,3,1,2,3,47,
5,5,2,2,3,5,5,6,NA,3,4,4,4,5,6,2,5,3,3,2,5,5,4,6,4,2,3,55,
5,5,2,2,3,5,5,6,3,3,4,4,4,5,6,2,5,3,3,2,5,5,4,6,4,2,3,55,
6,6,6,6,5,4,3,3,1,2,5,2,3,6,5,2,4,2,4,3,3,4,4,5,3,2,3,31,
5,6,6,6,6,4,3,5,1,2,1,4,2,6,3,3,2,3,2,5,6,2,4,3,3,2,1,24,
2,5,3,5,5,6,NA,6,1,4,4,4,2,2,6,2,2,1,1,5,5,1,5,2,1,1,1,51,
1,5,5,6,6,6,5,5,1,2,1,1,6,6,6,1,2,3,1,2,6,6,4,6,2,2,4,43,
3,4,4,1,3,5,5,4,3,5,5,6,2,1,3,2,6,2,1,2,5,1,6,6,1,2,3,30,
6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,2,6,2,6,1,6,1,6,6,1,1,3,38,
4,NA,3,6,4,2,1,4,4,1,3,3,5,4,6,5,2,1,1,1,6,1,3,1,2,1,3,24,
2,5,3,5,6,3,5,6,3,6,6,6,3,5,5,6,6,6,6,6,4,1,6,6,1,2,4,49,
5,4,3,4,3,2,3,2,6,6,1,5,4,4,3,2,3,4,2,1,6,6,6,6,5,1,NA,16,
3,4,5,6,5,6,5,5,3,3,2,4,4,5,5,1,1,5,3,2,5,1,3,5,1,1,5,23,
3,6,5,6,4,5,4,6,2,4,6,NA,3,5,2,3,6,5,NA,1,2,3,1,6,5,2,3,44,
1,5,5,6,6,6,5,5,1,2,1,5,5,6,6,1,1,3,2,2,6,4,5,5,2,2,3,50,
3,5,6,6,6,4,5,4,4,4,2,2,5,6,5,5,3,3,3,2,4,3,5,5,3,1,4,25,
5,1,5,1,4,6,6,5,1,3,2,1,5,6,6,6,6,4,2,5,6,6,5,4,3,2,3,40,
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,4,1,5,4,1,6,1,6,5,1,2,3,25,
5,2,3,3,3,4,5,3,2,5,5,3,4,3,5,5,5,4,3,1,5,3,5,2,2,1,4,21,
2,5,5,6,5,2,6,5,1,2,3,2,4,5,5,4,4,6,3,1,5,5,4,4,3,2,3,23,
5,2,6,5,5,6,5,6,6,6,4,6,6,5,1,6,6,6,6,6,6,5,6,6,6,1,4,22,
5,3,3,4,4,4,5,5,4,5,5,5,3,3,5,5,5,3,4,4,4,3,5,4,2,1,3,19,
2,4,4,6,4,4,3,3,2,3,3,3,3,5,3,3,3,2,3,3,4,3,4,4,3,2,1,32,
NA,5,6,5,6,1,5,1,4,1,1,1,6,6,6,6,1,1,1,1,6,1,1,1,6,2,5,48,
4,3,2,4,3,6,5,4,2,5,5,3,5,2,5,4,5,2,5,3,5,1,5,6,1,2,5,40,
1,5,6,6,6,6,6,6,1,2,3,5,5,1,6,3,4,4,2,5,4,2,5,4,1,2,5,28,
1,6,5,6,5,5,5,5,2,1,4,3,4,5,5,2,3,3,4,2,5,1,5,4,2,2,3,33,
