word,length,M AROU,SD AROU,N AROU,M VAL,SD VAL,N VAL,M DOM,SD DOM,N DOM,M CNC,SD CNC,N CNC,M IMAG,SD IMAG,N IMAG,M FAM,SD FAM,N FAM,M AOA,SD AOA,N AOA,M SIZE,SD SIZE,N SIZE,M GEND,SD GEND,N GEND
quit,4,4.25,2.4109,32,2.5882,1.0605,34,5.1935,2.7988,31,3.4848,1.7773,33,3.375,1.5562,32,5.3438,1.6509,32,3.4571,1.1299,35,4.2188,1.6151,32,4.5161,0.8751,31
quite,5,3.5484,1.5417,31,5,1.1456,32,4.9063,1.7564,32,2.3871,1.5383,31,2.1613,1.648,31,6.5417,0.7059,24,3.1818,1.1666,33,3.1935,1.4009,31,3.5294,1.194,34
quitter,7,3.2424,1.8591,33,2.3333,1.6268,33,4.0606,2.1025,33,3.2647,1.5776,34,3.2857,1.7167,35,4.75,1.854,32,4.3333,1.1192,33,3.9412,1.3491,34,4.4706,0.9772,34
rabbi,5,3.8387,2.0335,31,4.9091,1.422,33,4.8125,1.6665,32,5.303,1.3814,33,5.1667,2.0014,30,3.5313,2.1358,32,5.9375,1.2231,32,3.75,1.3919,32,6.0323,0.8974,31
rabbit,6,4.2857,2.1324,35,6.0588,1.0556,34,5.2571,1.4009,35,6.6364,0.5938,33,6.7879,0.64,33,6.1935,1.1193,31,1.7429,0.8732,35,2.2571,1.1549,35,3.2647,1.009,34
rabies,6,4.6176,2.7655,34,1.7647,1.113,34,2.875,1.8329,32,5.3529,1.4928,34,4.5938,1.9503,32,4.375,1.8833,32,5.2941,1.1254,34,4.2353,1.6099,34,4.25,0.866,32
raccoon,7,4.0938,2.2271,32,5.1429,0.9604,35,5.2813,1.2307,32,6.6452,0.6978,31,6.6667,0.6356,33,3.6061,1.7742,33,3.7941,1.1576,34,2.8857,1.1154,35,4.4688,0.8286,32
race,4,4.7273,2.0341,33,5.303,0.8343,33,5.4286,1.6438,35,4.3333,1.5109,33,4.9697,1.4665,33,5.5172,1.1633,29,2.9714,1.4636,35,4.2121,1.6834,33,4.303,0.7171,33
race (colour),4,4.7143,1.845,35,5.0286,1.3833,35,4.8438,2.0173,32,4.3824,1.7825,34,5.2857,1.798,35,6,1.4361,32,4.5429,1.4802,35,5.3429,1.5108,35,4.2286,1.0443,35
race (contest),4,5.871,2.5746,31,5.5161,1.5423,31,5.4194,1.9801,31,4.875,1.7275,32,5.8125,1.3793,32,5.8966,1.2957,29,2.5455,0.8907,33,4.7,1.3204,30,5.125,1.0533,32
racist,6,3.9118,2.8114,34,1.2286,0.5391,35,5.2857,2.742,35,3.4545,1.8273,33,3.8529,2.2114,34,5.5294,1.48,34,5.5714,1.178,35,4.6857,1.8635,35,4.6,0.9621,35
racket,6,4.5152,1.9713,33,4.9091,1.464,33,5.7419,1.665,31,5.5152,1.7254,33,5.7188,1.5858,32,5.0323,1.596,31,3.4545,1.1306,33,3.25,1.3463,32,4.7273,1.0523,33
racket (noise),6,4.9688,2.7781,32,3.6667,1.4702,33,4.5294,2.1315,34,4.3235,1.7273,34,3.303,1.7835,33,5.1875,1.5898,32,3.8485,1.7078,33,5.2,1.222,30,4.2581,1.015,31
racket (tennis),6,4.0645,2.0935,31,5.4688,0.8655,32,5.4516,0.8739,31,6.7667,0.4955,30,6.5758,0.7398,33,5.9333,1.2365,30,3.5152,1.2582,33,3.1875,1.3332,32,4.2813,0.8379,32
radiant,7,7.2333,1.2828,30,7.7813,1.1384,32,6.4828,1.6108,29,2.6875,1.0735,32,3.6563,1.4707,32,4.6786,1.6048,28,5.6774,0.894,31,4.7931,1.4711,29,2.2143,0.8601,28
radiator,8,3.1111,1.3966,27,5.7419,1.1062,31,5.4,1.052,30,6.3846,1.0406,26,6.2917,1.0985,24,5.7778,1.3147,27,3.875,1.4948,32,3.5,1.118,30,4.32,0.9261,25
radio,5,5.0625,2.304,32,6.0909,1.1379,33,5.8333,1.2931,30,6.1034,1.2414,29,6.1111,1.1653,27,6.3333,0.9428,24,3.0294,0.9231,34,3.2903,1.4634,31,4.4,1.1136,30
rage,4,6.6471,1.8768,34,2.0571,0.984,35,5.8857,2.5159,35,3.4412,1.6484,34,5.2424,1.4571,33,5.1613,1.547,31,4.2286,1.3328,35,5.2,1.3898,35,5.9412,0.9684,34
rail,4,3.6774,1.7299,31,5.0938,0.9798,32,4.7188,1.3517,32,6.1935,1.0901,31,5.9394,1.3013,33,5.7333,1.3149,30,3.1429,1.1249,35,4.3939,1.3243,33,4.5588,0.8468,34
railroad,8,3.9688,1.9603,32,5.2424,1.3034,33,5,2,32,6.4667,0.8844,30,6.7188,0.6724,32,5.2143,1.8776,28,3.5882,1.5169,34,5.1212,1.5523,33,5.5625,0.998,32
rain,4,4.6364,2.4472,33,3.9394,1.8413,33,4.0294,1.6536,34,6.2941,0.9245,34,6.5294,0.696,34,6.5758,1.0453,33,2,0.8745,34,4.303,1.7664,33,3.8824,0.963,34
rainbow,7,6.0882,2.1471,34,7.9429,1.1939,35,5.2941,2.0938,34,6.1176,1.3883,34,6.8571,0.4238,35,5.8,1.4922,30,2.2647,0.949,34,5.5143,1.7133,35,2.1714,0.7741,35
rainforest,10,6.0938,1.809,32,6.7742,1.3845,31,5.3226,1.785,31,6.5294,0.7759,34,6.6667,0.5375,30,5.5333,1.5217,30,3.8529,1.2159,34,6.1212,1.0078,33,3.5758,0.8539,33
raise,5,5.2059,2.1113,34,6.8182,1.2899,33,5.5455,1.7249,33,3.6875,1.4017,32,3.4242,1.4981,33,5.6061,1.4552,33,3.7647,1.0307,34,4.9091,1.334,33,3.8065,1.0901,31
raise (bring up),5,4.7059,1.8555,34,6.6471,1.3695,34,4.9412,2.1274,34,3.7941,1.641,34,3.8857,1.4885,35,5.6061,1.3693,33,4.0857,1.2041,35,4.6667,1.3853,33,3.1563,1.2018,32
raise (increase),5,5.8235,2.036,34,6.8235,1.224,34,5.8571,1.334,35,3.5588,1.1425,34,3.8529,1.8807,34,5.9412,1.3707,34,3.8571,0.9897,35,5.1176,1.0506,34,4.0882,0.9812,34
raise (lift),5,4.9412,1.5707,34,6.2571,1.3168,35,6.2571,1.4802,35,4.8571,1.5882,35,4.9714,1.424,35,5.0303,1.4246,33,3.8571,1.3762,35,4.4545,1.1306,33,4.2571,1.4411,35
raisin,6,2.8438,1.986,32,5.4516,0.9784,31,5.4333,1.4761,30,6.697,0.6269,33,6.5862,1.0673,29,5.5806,1.6417,31,2.3939,0.9515,33,1.6061,1.2538,33,3.375,0.857,32
ranch,5,3.8571,2.0163,35,5.3429,0.8261,35,5.4571,1.1794,35,5.9714,0.9407,35,5.5294,1.4397,34,3.4688,1.8025,32,4.6667,0.9744,33,4.9118,1.541,34,5,1.372,34
rancid,6,4.0294,2.8438,34,1.7879,1.0374,33,4.0645,1.9333,31,3.2353,1.628,34,3.3939,1.8081,33,4.0938,1.8432,32,6,1.042,35,3.8182,1.4659,33,5.0606,1.0993,33
random,6,4.7333,1.9653,30,4.9688,1.2866,32,4.4194,1.7371,31,1.9355,1.0453,31,2.3125,1.1022,32,6.0385,1.1259,26,4.3333,0.9428,33,4.1935,1.33,31,3.931,0.6396,29
randy,5,6.2258,1.9791,31,4.7419,1.5651,31,5.2333,1.5206,30,2.8667,1.5217,30,3.3448,1.9525,29,3.625,2.0272,32,5.9355,1.3425,31,4.2581,1.3433,31,5.4839,1.0738,31
range,5,2.871,1.699,31,5.4,0.9914,35,4.8125,1.4456,32,3.4848,1.3734,33,3.2857,1.8909,35,5.1333,1.5861,30,4.3714,0.9587,35,4.9394,1.4962,33,4.0938,0.7648,32
range (array),5,3.5806,1.8798,31,5.3333,1.0636,33,5.4118,1.4373,34,3.1765,1.5237,34,2.6563,1.6319,32,4.5806,2.1519,31,5.5455,1.479,33,4.4242,1.5769,33,4.2121,1.0078,33
range (outdoors),5,4.9375,2.331,32,5.9677,1.596,31,5.75,1.5811,32,4.8065,1.7305,31,4.3333,1.9488,33,4.0968,1.7844,31,5.125,1.3405,32,5.4375,1.7843,32,5.3125,0.9823,32
ranger,6,4.6061,2.1025,33,5.3438,1.3831,32,5.0968,1.0882,31,5.5758,1.0739,33,5.1515,1.6352,33,3.5517,1.8305,29,4.8788,1.3202,33,3.7813,1.3632,32,5.6364,1.176,33
rank,4,4.4848,1.7602,33,5.1714,1.7152,35,6.3548,2.2077,31,3.5588,1.5376,34,3.9697,1.642,33,4.5806,1.6417,31,4.4286,1.5545,35,4.6765,1.1561,34,5.4194,0.8716,31
rank (foul),4,3.75,2.3979,32,2.0313,1.1588,32,4.5313,1.7675,32,2.9688,1.5101,32,3.8065,1.8036,31,4.5758,1.5576,33,5.1212,1.2734,33,4.0938,1.3077,32,5.0313,1.0454,32
rank (position),4,4.1875,2.4166,32,5.0909,1.055,33,6.1714,2.1446,35,3.8824,1.7281,34,3.3529,1.8611,34,4.2903,1.6302,31,5,1.1952,35,4.3529,1.3478,34,5.5152,0.9885,33
rape,4,5.5625,3.2107,32,1.0303,0.1714,33,2.5294,2.4643,34,5,1.645,34,5.0625,1.819,32,5.3871,1.6978,31,6.2727,0.8969,33,5.6765,1.4496,34,4.8182,1.5266,33
rapist,6,5.0588,2.93,34,1.2059,0.4715,34,3.1143,2.4115,35,5.3714,1.3956,35,3.9429,1.8508,35,5.4545,1.4583,33,6.0571,0.9241,35,5.1143,1.7529,35,5.9412,1.0556,34
rare,4,5.3529,2.208,34,5.6667,1.6636,33,5.0938,1.6651,32,3.0909,1.2151,33,3.1765,1.6533,34,5.6207,1.3497,29,4.1765,1.1497,34,2.6563,1.8475,32,3.8788,1.0374,33
rare (uncommon),4,6.2813,2.0651,32,6.3714,1.7902,35,5.5152,1.7773,33,2.5143,1.5923,35,2.8182,1.5851,33,5.875,1.2437,32,4.1176,1.1823,34,4.3143,2.067,35,3.3636,0.9791,33
rare (uncooked),4,3.3824,1.91,34,4.3939,1.6132,33,4.8438,1.1486,32,4.8571,1.4956,35,5.1818,1.7487,33,4.8788,1.647,33,4.9429,1.4529,35,2.7714,1.1973,35,4.5758,1.129,33
rash,4,3.5294,2.0181,34,2.8286,1.1585,35,3.5294,1.6131,34,5.0294,1.8863,34,5.0909,1.9127,33,5.2424,1.6149,33,3.5714,1.6263,35,2.9429,1.4725,35,4.5143,0.8741,35
rash (reckless),4,5.2727,2.352,33,3.1818,1.7659,33,4.8065,2.2493,31,2.6667,1.4071,33,2.9375,1.4348,32,3.9655,1.8473,29,5.4848,1.438,33,4.4194,1.2895,31,5,1.25,32
rash (skin),4,3.2571,2.2595,35,2.3824,1.237,34,3.5588,1.5939,34,6.0294,1.2001,34,6.4,0.9008,35,5.375,1.6346,32,3.3714,1.2441,35,2.8857,1.2368,35,3.9118,0.6583,34
raspberry,9,5,2.2293,33,6.5313,0.9677,32,5.2903,1.3487,31,6.5862,1.0345,29,6.7419,0.5059,31,6.0645,1.2427,31,2.7059,1.1512,34,2,1.101,33,2.6667,1.0918,33
rat,3,3.7188,2.2113,32,3.4242,1.4981,33,4.9394,1.3243,33,6.6774,0.532,31,6.75,0.559,32,5.6296,1.6136,27,2.1471,1.2159,34,2.0968,1.3285,31,5,1,34
rat (animal),3,4.5625,2.2904,32,3.9688,1.5509,32,4.8065,1.6737,31,6.6667,1.0111,30,6.7931,0.4828,29,6.5484,0.9784,31,2.5625,0.7881,32,2.2258,1.361,31,4.9697,0.904,33
rat (inform),3,3.8571,2.2187,35,3.2571,1.4802,35,4.5455,2.1047,33,4.2059,1.4303,34,3.9688,1.8283,32,3.375,1.8329,32,4.9118,1.3584,34,3.0882,1.5218,34,4.8529,1.0328,34
rate,4,4.2581,1.7774,31,5.0323,1.1496,31,5.5455,1.4374,33,3.4063,1.693,32,2.6563,1.4707,32,5.2667,1.2632,30,4.2857,0.8476,35,3.7879,1.0662,33,4.0313,0.5855,32
rather,6,3.875,1.7093,32,5.0313,1.015,32,5.5938,1.476,32,2.5161,1.3882,31,2.0323,1.2044,31,6.0345,1.4499,29,3.7059,1.2955,34,3.5806,1.0709,31,3.7813,1.0821,32
rating,6,3.4706,1.8188,34,5.0303,0.9687,33,5.5455,2.1894,33,3.0303,1.642,33,2.9706,1.5046,34,5.1935,1.0292,31,4.6471,1.2575,34,3.5588,1.3761,34,4.2727,0.789,33
ration,6,3.2424,1.652,33,4,1.042,35,3.5938,1.918,32,3.9706,1.7738,34,3.5143,1.4808,35,3.6667,1.7764,30,5.2121,1.1744,33,2.8485,1.6537,33,4.2424,0.9221,33
rattle,6,4.5625,1.9675,32,5.0625,1.0879,32,4.9063,1.5484,32,5.7059,1.544,34,5.9118,1.5972,34,4.4063,1.8851,32,2.0882,1.5023,34,2.3438,1.3831,32,3.8485,0.821,33
rattlesnake,11,5.7,2.4651,30,3.5313,1.4139,32,3.5,1.8708,32,6.6897,0.5933,29,6.4074,0.8717,27,3.6296,2.1456,27,4.0345,0.9994,29,3.3103,1.4167,29,4.8667,0.9568,30
raven,5,4.2333,2.2164,30,4.7097,2.0031,31,5.5806,1.5611,31,6.5357,0.9056,28,6.6429,0.8113,28,4.2069,1.562,29,4.3226,1.4002,31,2.6452,1.123,31,4.069,1.3628,29
razor,5,5.7813,2.0269,32,4.3667,1.4256,30,5.9394,1.5752,33,6.6333,0.7063,30,6.4483,0.7233,29,5.4815,1.4497,27,4.303,1.1142,33,2.3226,1.511,31,5.1786,1.3377,28
react,5,5.303,2.1247,33,5.0625,1.2732,32,5.3636,1.9972,33,3.3636,1.5139,33,3.6471,1.5317,34,5.8387,1.0191,31,4.2188,1.2179,32,4.2333,0.9894,30,3.875,0.7806,32
reaction,8,4.8182,1.6959,33,5,0.767,34,5.3429,1.351,35,3.7714,1.7252,35,3.3143,1.72,35,5.6667,1.1926,30,4.1714,1.1585,35,4.1563,1.0034,32,3.9375,0.7043,32
read,4,5.7059,1.9931,34,6.697,1.4031,33,6.4242,1.6336,33,4.7429,1.4411,35,5.8485,1.1838,33,6.5806,0.7524,31,2.0588,0.639,34,4.3429,1.1939,35,3.6,1.0744,35
real,4,5.3143,2.011,35,6.3714,1.3328,35,5.3429,1.7228,35,3.5882,1.9421,34,2.9118,1.6692,34,6.3226,1.1747,31,2.6857,0.9187,35,4.8,1.6527,35,3.9412,0.6835,34
realize,7,4.9394,2.2822,33,6.303,1.2182,33,5.8788,1.9963,33,3,1.3027,33,2.5455,1.5194,33,5.8621,1.2791,29,4.0909,1.264,33,4.7879,1.2249,33,3.697,0.7971,33
rear,4,4.3429,2.1239,35,4.7059,0.9245,34,4.7143,1.3217,35,4.8571,1.5701,35,4.3714,1.8835,35,5,1.553,34,4.3714,1.1486,35,3.2857,0.9731,35,3.8857,0.8202,35
rear (behind),4,4.875,2.1615,32,4.9412,1.3491,34,4.7576,1.8591,33,5.3714,1.5691,35,4.8857,1.6348,35,4.8387,1.7615,31,4.5,1.6847,34,3.6563,1.2402,32,3.5882,1.3087,34
rear (raise),4,3.8485,1.7943,33,5.5758,1.596,33,4.8182,1.6959,33,3.3871,1.452,31,3.4375,1.4348,32,4.1875,1.7036,32,5.25,1.3693,32,4.2188,1.3401,32,3.3793,1.3497,29
reason,6,4.5938,2.163,32,6.303,1.1674,33,5.5455,1.9399,33,2.697,1.5272,33,3.0286,1.7645,35,5.8788,1.3429,33,3.3824,1.2606,34,4.8788,1.4721,33,3.8529,1.1914,34
reasonable,10,3.9714,1.9926,35,7.0571,1.372,35,5.5833,1.7381,36,2.4118,1.331,34,2.375,1.2686,32,5.8966,1.2957,29,4.8286,1.3833,35,4.6286,1.1234,35,3.2571,1.1299,35
reassure,8,5.2188,2.1026,32,7.4688,0.9677,32,5.4194,2.0911,31,2.9091,1.4005,33,3.1333,1.9276,30,5.6667,1.3499,30,4.75,1.0607,32,4.3333,1.3853,33,2.6563,1.1071,32
reassuring,10,4.7059,2.1355,34,7.375,1.0825,32,5.8438,2.0632,32,2.5152,1.1579,33,3.5455,1.8106,33,6.1786,0.7585,28,4.8824,1.3452,34,4.9091,1.1642,33,2.5313,0.9995,32
rebound,7,4.7143,2.0223,35,3.9429,1.8814,35,4.9091,2.0055,33,2.9412,1.3048,34,3.5938,1.693,32,5,1.3257,33,5.7059,0.9558,34,3.9063,1.3313,32,4.0625,1.1439,32
recall,6,4.129,1.4083,31,5.4063,0.7441,32,5.6774,1.5941,31,3.3333,1.5308,33,3.3333,1.8695,33,5.1333,1.5434,30,5.0909,1.1379,33,3.9063,1.1,32,3.8125,0.8817,32
recent,6,3.4412,1.8501,34,5.2647,0.5588,34,5.0909,1.1899,33,3.4412,1.6837,34,2.3939,1.6319,33,6.0909,0.7533,33,3.8857,0.8543,35,3.7059,1.1254,34,3.8529,0.5495,34
recital,7,3.8485,1.7429,33,5.6061,0.9829,33,4.9394,1.8247,33,4.4848,1.3734,33,4.3226,1.803,31,3.9706,1.8863,34,5.1875,1.4238,32,3.7879,1.4304,33,3.5758,0.9544,33
recite,6,3.7576,1.8915,33,5.3529,1.0256,34,5.4706,1.8188,34,3.8857,1.3684,35,3.4706,1.6492,34,4.8857,1.4885,35,4.4571,1.4411,35,3.7647,1.2847,34,3.7647,0.8065,34
recognition,11,4.6176,1.8473,34,6.4706,1.0637,34,6.2727,1.1876,33,3.1765,1.3388,34,2.5294,1.3114,34,5.5862,1.0345,29,5.2353,1.4564,34,4.3939,1.1791,33,3.9688,0.8472,32
recognize,9,5.1176,1.9215,34,6.697,1.0294,33,6.3438,1.4707,32,2.4571,1.3595,35,2.8235,1.6886,34,5.9677,1.2309,31,4,1.2553,33,4.5152,1.0765,33,3.5758,0.8539,33
record,6,4.1212,1.8383,33,5.4848,1.0765,33,5.5152,1.52,33,5.1143,1.5995,35,4.6471,1.5123,34,5.8621,1.1955,29,3.8,1.1414,35,3.875,1.3636,32,4.2667,0.6289,30
record (information),6,3.6765,2.1655,34,5.2353,1.5541,34,5.2286,2.0436,35,4.9143,1.4015,35,4.0882,1.6515,34,5.9394,1.1531,33,4.7714,1.2441,35,3.9118,1.5972,34,4.6765,0.9616,34
record (to register),6,3.6,1.9079,30,5.4,0.9522,30,5.2667,1.4817,30,4,1.3707,33,3.4667,1.2841,30,5.5161,1.6436,31,4.7273,1.3545,33,3.5625,1.2732,32,4.0667,0.9638,30
rectangle,9,2.875,1.6536,32,5.1515,0.4998,33,5.1818,1.4025,33,6.1765,0.9843,34,6.5588,1.2412,34,5.9667,1.3536,30,2.3235,0.8984,34,3.6061,1.4962,33,4.4545,0.856,33
red,3,6.0303,2.4431,33,5.5455,1.7938,33,5.75,1.7321,32,5.129,1.8793,31,6.6364,0.9791,33,6.5862,0.72,29,1.4412,0.6941,34,4.2353,1.628,34,4,1.8028,32
reduce,6,3.0882,1.7041,34,4.1471,1.0039,34,4.7059,2.0512,34,3.2121,1.5523,33,3.1765,1.5429,34,4.9677,1.596,31,4.1176,0.9319,34,2.871,1.1286,31,3.9063,1.0416,32
reef,4,4.8667,1.8391,30,6,1.164,31,4.8519,1.2384,27,5.9643,0.9442,28,5.4333,1.2023,30,3.6071,1.7996,28,4.75,1.4142,32,4.931,1.6386,29,3.5769,1.2762,26
reel,4,3.3548,1.7698,31,5.2258,0.8312,31,5.1613,1.0502,31,5.5667,1.4761,30,5.2857,1.2206,28,4.2143,1.8585,28,4.8621,1.2791,29,3.2333,1.4067,30,4.3571,0.895,28
refill,6,4.0588,1.7813,34,5.6061,1.0714,33,5.5294,1.5574,34,4.6857,1.1407,35,4.4571,1.537,35,5.1212,1.409,33,3.7429,0.9955,35,3.7941,1.1319,34,4.25,0.6124,32
reflect,7,4.4516,1.4332,31,6.2121,1.0662,33,5.6774,1.4895,31,3.3871,1.6593,31,3.3529,1.8292,34,5.5333,1.2311,30,4.3714,1.2209,35,4.6176,1.237,34,3.1818,0.8688,33
reflection,10,5.3438,2.2165,32,6.0303,1.3814,33,6.1,2.1032,30,4.2727,1.927,33,5.7188,1.4628,32,6.0357,1.0171,28,3.7647,1.5541,34,4.6364,1.5338,33,2.9706,1.4849,34
reflex,6,4.9412,1.9394,34,5.7353,1.0378,34,4.4848,2.0615,33,4.0882,1.3365,34,3.9118,1.7041,34,5.4412,1.0898,34,4.8824,0.9931,34,3.6176,1.1885,34,4.5588,1.1165,34
refresh,7,5.5588,2.0749,34,7,1.2127,34,5.6364,1.904,33,2.7353,1.093,34,3.3714,2.0714,35,5.8485,1.3734,33,5,1.1114,34,3.6563,1.3136,32,2.9706,1.0142,34
refreshment,11,5.9375,1.5194,32,6.8182,1.1923,33,5.6774,1.423,31,5.2059,1.3673,34,5.5152,1.2091,33,5.4333,1.2565,30,4.3636,1.2984,33,3.6563,1.5534,32,3.7097,1.0221,31
refrigerator,12,4.2,2.151,30,5.6774,1.0591,31,4.8966,1.0617,29,6.6897,0.6488,29,6.7143,0.4518,28,5.7083,1.3064,24,3.2258,1.3371,31,4.4688,1.3459,32,4.1111,0.8749,27
refugee,7,5.2581,1.7592,31,3.1563,1.8727,32,2.8125,1.5499,32,4.7419,1.5443,31,4.6897,1.5559,29,4.4074,1.6835,27,5.6667,1.0435,30,4.4688,1.4358,32,3.9667,1.1968,30
reggae,6,4.9,2.0224,30,6.0323,1.4477,31,5.3333,1.325,30,3.625,1.691,32,4.5294,1.7861,34,4.25,1.8827,28,5.7576,1.1018,33,4,1.3484,33,4.8235,0.954,34
regime,6,5.2188,2.1612,32,4,1.8139,31,3.4848,2.2978,33,3.0909,1.5833,33,2.7879,1.1999,33,4.4333,1.9093,30,5.9063,1.128,32,5.3226,1.3048,31,5.1724,1.44,29
region,6,3.1176,1.5294,34,5.0588,0.7252,34,4.9412,1.5135,34,5.0303,1.6046,33,4.6061,1.5752,33,4.9063,1.4439,32,4.8529,1.0039,34,5.2059,1.762,34,4.0323,0.5378,31
regional,8,2.8438,1.5833,32,5.0882,0.3732,34,4.7647,1.2381,34,3.8571,1.3762,35,3,1.4771,33,4.3871,1.5591,31,5.2286,1.3112,35,4.9375,1.5398,32,4.303,0.6735,33
register,8,3.5,1.7654,30,5.069,0.7848,29,4.8966,1.6262,29,3.5455,1.3946,33,3.5172,1.5892,29,5.5,1.3229,24,4.5313,1.1986,32,3.9032,0.9624,31,4.1667,0.7454,24
regret,6,3.8125,2.053,32,2.4,0.932,35,2.8857,1.3892,35,2.7143,1.3643,35,3.2353,1.4765,34,5.5313,1.3459,32,4.6765,1.077,34,5.2059,1.3673,34,3.8857,1.2368,35
regular,7,3.5429,1.7295,35,5.2571,0.8398,35,4.5714,1.2936,35,3.4857,1.3389,35,3.3143,1.545,35,5.6774,1.2018,31,3.8571,1.1249,35,3.8286,0.9407,35,3.8824,0.8319,34
regulation,10,3.3125,2.0223,32,4.4242,1.8262,33,3.303,2.2894,33,2.9697,1.0584,33,2.6667,1.5699,33,5.3125,1.6093,32,5.3939,1.0427,33,4.7,1.0376,30,4.7576,1.1555,33
reindeer,8,4.9714,2.3481,35,6.4412,1.3104,34,5.0857,1.2041,35,6.4118,1.3957,34,6.7429,0.5525,35,5.1563,1.7697,32,2.3714,1.1732,35,4.2286,1.4557,35,3.9429,1.2408,35
reject,6,4.3636,2.5084,33,2.0882,0.9812,34,4.2813,2.5524,32,2.8286,1.1335,35,2.9714,1.5944,35,5.4516,1.4556,31,5.0571,1.4725,35,4.4063,1.5584,32,4.7059,1.1512,34
rejected,8,4.5152,2.6068,33,1.6875,0.768,32,2.6129,1.8435,31,3.1613,1.8854,31,3.4194,1.9139,31,5.75,1.1726,32,4.9394,1.1265,33,4.7273,1.4621,33,4.1818,1.3807,33
relate,6,4.2188,1.8496,32,6.1471,1.0609,34,5.1563,1.2774,32,2.6471,1.1345,34,3.0857,1.7299,35,5.4194,1.5403,31,4.6,1.0198,35,3.9714,1.108,35,3.4242,1.0159,33
relation,8,3.9118,2.0345,34,6.2941,1.2725,34,4.7059,1.3619,34,3.7059,1.5817,34,3.9412,2.1412,34,5.9,1.3748,30,4.4722,1.4997,36,4.8485,1.3953,33,3.2647,1.0657,34
relative,8,4.9688,2.0839,32,6.1935,1.2806,31,5.3438,1.5534,32,4.125,2.0578,32,4.4138,2.0764,29,5.8333,1.4851,30,3.4063,1.1141,32,4.5,1.299,32,3.75,0.9014,32
relax,5,4.5484,2.6254,31,7.7333,1.2365,30,6.25,1.9365,32,3.0313,1.2866,32,3.6774,1.8384,31,6.0714,0.9974,28,3.625,0.9922,32,3.871,1.2634,31,3.8462,1.1331,26
relaxing,8,3.4063,2.1917,32,7.7273,0.9621,33,6.6667,1.9016,33,3.0882,1.5787,34,4.4688,1.8025,32,6.36,0.794,25,3.6765,0.9917,34,4.3636,1.2509,33,2.9688,0.8095,32
relay,5,4.2813,1.9722,32,5.4571,0.9363,35,5.2258,1.4747,31,3.4848,1.4999,33,3.697,1.4246,33,4.1667,1.3683,30,4.7714,1.1973,35,3.8182,1.2174,33,4.2353,0.8065,34
release,7,5.2813,1.9078,32,6.1563,1.1211,32,6.303,1.7318,33,3.6563,1.5332,32,3.1935,1.5117,31,5.3077,1.264,26,3.7879,0.8441,33,4.4375,1.2975,32,3.8438,1.0929,32
reliable,8,4.7576,2.0454,33,7.7714,1.2441,35,6.2059,1.6048,34,3.1176,1.5294,34,2.8286,1.5581,35,5.9355,1.1341,31,4.8857,1.1898,35,4.7647,1.3074,34,3.2571,1.1299,35
relic,5,4.5313,2.0914,32,5.5625,1.1973,32,4.7742,1.6793,31,4.8438,1.5229,32,4.375,1.7633,32,3.7188,1.6627,32,5.8788,1.1744,33,3.9063,1.5075,32,4.3548,0.8632,31
relieved,8,5.1515,1.7078,33,7.2647,0.9795,34,5.6286,1.9869,35,3.0286,1.3833,35,3.8286,1.4038,35,6.0323,0.9327,31,4.6857,1.2368,35,4.7143,1.2552,35,3.5882,0.8443,34
religion,8,4,2.7865,34,4.5758,2.0894,33,3.6061,2.5577,33,2,1.1882,34,3.9412,1.8302,34,5.8519,1.7576,27,3.2121,1.3202,33,5.7647,1.5915,34,3.8824,0.8998,34
relish,6,5.6774,2.3194,31,6.4063,1.4111,32,6,1.5374,33,3.5294,1.719,34,3.8286,1.6816,35,3.8438,1.5833,32,5.3939,1.2778,33,4.0909,1.464,33,3.7576,0.9857,33
remark,6,3.6129,1.7721,31,4.6875,0.7262,32,5.1212,1.7366,33,3.5429,1.6097,35,2.7576,1.2799,33,4.9286,1.3344,28,4.6571,1.2176,35,3.2727,1.2619,33,3.6552,0.8818,29
remarkable,10,6.6286,1.5872,35,7.5588,1.4182,34,6.5294,1.8667,34,2.6286,1.3328,35,3.2571,1.7943,35,5.6452,1.493,31,5.1429,1.0729,35,5.5758,1.3264,33,3.9706,1.1754,34
remedy,6,4.5667,2.2164,30,7.0323,1.3316,31,4.5333,1.8209,30,3.3226,1.6922,31,3.5625,1.8017,32,4.2143,1.5666,28,5.2424,1.0739,33,4.2759,1.2566,29,3.1563,0.9391,32
remind,6,3.4545,1.5588,33,5.3939,1.2045,33,5.0909,1.464,33,3.0588,1.6077,34,2.0909,0.8299,33,5.8667,1.0242,30,3.6061,0.9515,33,3.9667,1.2512,30,3.5806,1.0088,31
reminder,8,4.0313,1.8789,32,5.5294,1.4191,34,4.75,1.5612,32,3.8788,1.5717,33,3.3438,1.5534,32,5.7333,1.0625,30,4.0882,1.2454,34,4.0909,1.4005,33,3.4333,1.0225,30
remorse,7,3.5455,2.2974,33,3.7576,1.9232,33,3.5161,1.7937,31,2.3438,1.2896,32,2.75,1.6008,32,4.3548,1.6372,31,5.5294,1.091,34,4.2903,1.4186,31,3.7647,1.628,34
remorseful,10,4,2.0478,31,4.303,1.9304,33,3.3,1.754,30,2.8,1.222,30,3.8125,1.6477,32,5,1.9384,33,5.7188,1.1246,32,4.4516,1.4105,31,3.7419,1.0463,31
