"","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23"
"1963",4,5,3,4,3,3,4,4,3,2,4,3,4,3,3,3,3,3,3,4,4,3,5
"1964",4,5,3,3,4,4,4,4,3,4,4,4,4,4,4,4,5,5,2,2,3,2,1
"1965",4,5,4,4,4,4,4,4,4,4,4,3,4,3,4,2,3,3,3,2,4,3,5
"1966",4,4,5,4,2,3,2,4,4,3,4,2,4,4,2,2,4,2,5,2,2,4,5
"1967",2,5,4,4,1,4,1,5,5,1,2,1,4,1,5,2,4,1,5,1,2,4,5
"1968",4,4,2,4,4,5,4,4,2,4,4,3,4,4,3,3,5,4,3,3,4,3,3
"1969",4,5,3,4,4,2,3,5,5,4,3,4,2,2,4,2,5,3,5,3,3,4,5
"1970",4,4,3,3,2,4,2,3,2,4,4,4,4,4,4,3,4,4,4,4,4,2,2
"1971",4,4,2,4,3,2,2,4,2,4,4,3,4,4,4,3,3,3,4,3,3,3,3
"1972",5,4,2,4,4,4,3,4,3,4,5,4,4,4,3,2,4,5,5,2,3,2,3
"1973",4,5,4,4,4,4,2,4,4,4,4,2,4,4,2,2,4,4,4,2,2,4,4
"1974",4,3,2,4,4,4,5,5,1,5,5,3,4,4,4,4,4,4,3,4,2,4,4
"1975",4,4,1,4,3,3,4,4,2,3,4,2,3,2,3,3,3,2,4,3,4,4,3
"1976",4,4,4,3,3,3,2,3,4,4,4,3,4,3,4,3,3,4,4,2,2,4,2
"1977",4,5,3,3,4,5,4,4,2,4,4,3,4,4,3,3,4,4,3,3,4,2,2
"1978",2,5,4,2,2,3,1,4,5,5,4,2,2,1,1,1,4,3,5,1,2,5,1
"1979",3,5,5,1,2,4,1,5,4,3,4,1,4,2,4,2,4,3,4,2,1,5,2
"1980",4,4,4,2,3,5,3,4,5,4,5,3,2,1,3,3,4,4,4,3,3,4,3
"1981",3,4,5,3,5,4,1,4,5,4,4,1,3,3,4,3,4,1,5,1,1,5,3
"1982",4,5,4,4,4,5,4,4,5,5,5,3,4,4,3,4,4,4,5,2,4,3,4
"1983",4,5,5,1,3,4,2,3,4,3,3,2,4,3,4,4,4,2,5,2,2,5,5
"1984",4,3,2,3,4,1,1,4,1,3,4,4,3,3,3,3,3,1,2,5,3,2,2
"1985",4,5,3,3,4,4,2,4,3,4,4,2,3,2,4,2,3,3,3,3,3,4,2
"1986",4,4,3,4,3,4,4,2,2,3,3,3,3,4,2,3,3,4,2,3,3,2,2
"1987",4,5,2,3,4,5,4,4,2,4,4,3,4,4,4,3,4,5,3,3,2,3,2
"1988",2,5,5,2,3,3,1,3,5,3,1,1,5,2,2,1,2,2,4,5,1,4,2
"1989",2,5,5,2,3,4,1,3,5,5,4,2,4,1,3,1,4,1,5,2,2,3,5
"1990",4,3,3,4,4,5,4,4,2,4,4,4,4,4,4,3,4,4,4,3,3,3,3
"1991",3,4,4,1,3,3,2,2,3,3,3,2,2,2,3,3,2,3,3,3,2,3,4
"1992",3,4,4,3,3,4,2,4,2,4,4,3,4,2,3,3,4,3,4,1,2,3,2
"1993",4,4,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,5,2,4,4,4,4
"1994",4,5,4,3,4,4,3,5,5,2,4,2,2,3,4,3,4,2,3,1,2,2,1
"1995",4,3,3,4,4,3,3,4,4,4,4,4,5,4,5,4,4,5,4,2,4,3,2
"1996",4,5,5,3,2,4,2,4,4,2,3,3,3,4,2,3,3,3,5,1,2,2,2
"1997",4,5,3,3,2,4,4,4,4,3,5,3,4,3,3,3,4,4,5,2,3,3,3
"1998",3,5,4,3,1,5,3,5,2,5,5,2,5,4,2,3,4,5,4,2,2,2,4
"1999",4,5,5,4,4,5,3,4,2,5,4,3,4,4,4,3,4,4,4,1,2,2,2
"2000",4,2,3,2,4,3,2,4,4,4,3,3,3,2,4,4,3,3,2,2,2,2,2
"2001",5,5,3,4,4,5,2,4,4,4,4,3,5,4,4,4,4,4,5,1,1,5,2
"2002",4,5,4,2,4,1,1,4,5,4,4,3,3,1,3,3,4,2,4,2,1,5,4
"2003",3,4,5,3,3,1,1,4,3,3,4,1,1,2,2,3,3,1,3,3,1,4,3
"2004",5,5,5,4,4,4,1,4,3,3,3,2,3,4,4,3,4,4,5,1,4,4,5
"2005",4,5,3,3,3,4,4,4,2,3,4,3,4,3,4,3,4,4,4,3,3,4,2
"2006",3,5,5,4,3,5,3,4,3,4,4,3,4,3,3,3,4,3,4,1,1,3,4
"2007",3,5,3,3,4,4,4,4,2,4,4,2,4,4,4,3,4,3,4,3,2,2,1
"2008",3,5,4,2,3,2,2,4,4,4,3,1,3,3,2,3,3,2,5,1,3,3,2
"2009",2,5,1,2,4,1,1,4,5,4,2,2,2,1,1,1,1,1,5,1,1,2,2
"2010",4,4,3,3,4,4,2,4,2,2,4,3,4,3,4,3,3,4,4,2,4,4,4
"2011",3,4,3,3,4,5,2,5,1,2,4,3,5,2,4,5,3,3,3,4,4,1,1
"2012",4,5,5,1,3,2,2,2,4,3,2,1,2,2,2,3,2,3,5,1,2,3,3
"2013",4,5,4,3,3,4,3,3,4,4,3,2,3,3,3,2,3,4,4,2,2,2,3
"2014",2,4,3,3,3,4,4,4,2,4,2,3,3,2,3,2,3,4,5,2,2,3,2
"2015",3,5,4,2,1,2,2,1,3,2,1,3,2,1,3,3,1,1,5,2,2,5,2
"2016",3,5,4,2,3,4,4,4,3,4,4,2,5,4,4,2,4,2,5,2,2,4,2
"2017",5,5,4,1,4,2,1,3,5,4,5,2,5,5,3,4,4,3,5,2,3,3,5
"2018",3,4,4,2,2,3,3,4,3,3,4,3,5,3,3,3,3,3,4,2,3,4,3
"2019",4,4,4,2,2,4,2,3,4,2,4,2,4,2,2,3,2,2,4,2,1,4,3
"2020",5,5,3,4,4,4,4,4,2,4,4,4,5,4,4,4,4,4,3,3,3,3,3
"2021",3,4,5,3,2,5,3,2,3,4,4,3,4,2,3,2,3,4,5,1,2,2,3
"2022",5,4,5,3,2,5,3,4,2,4,3,4,5,2,2,2,4,3,5,1,2,3,5
"2023",5,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,4,5,2,4,4,3,1
"2024",3,5,5,2,3,3,2,2,3,2,1,3,3,3,2,3,4,3,4,4,1,5,4
"2025",3,4,4,4,4,5,4,2,2,3,3,4,3,4,2,2,3,2,4,2,2,2,2
"2026",3,4,3,3,3,4,3,3,3,4,3,3,3,3,2,3,3,4,3,4,3,3,3
"2027",4,4,3,4,5,5,4,5,1,5,5,3,5,4,5,4,4,5,1,2,2,1,1
"2028",3,5,4,3,4,4,2,4,4,4,5,3,3,3,3,3,2,3,5,1,2,3,5
"2029",4,5,5,3,5,5,4,5,5,2,5,3,4,2,2,3,4,3,5,1,4,3,5
"2030",3,5,4,3,4,2,3,2,3,2,3,3,3,3,2,2,3,3,4,3,3,4,2
"2031",4,5,4,3,4,4,2,3,2,4,3,2,2,2,2,3,4,4,5,2,3,2,2
"2032",3,5,3,4,4,4,3,4,4,4,4,2,3,3,2,4,4,4,5,5,2,4,2
"2033",3,4,4,4,3,3,5,5,1,4,4,3,4,3,4,2,3,4,2,2,3,3,2
"2034",4,4,2,4,3,2,4,4,2,3,4,3,4,4,4,4,4,3,4,2,2,3,2
"2035",3,5,5,2,2,4,4,2,5,4,3,1,5,3,5,5,3,5,3,2,2,2,3
"2036",4,4,2,3,2,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,3,3,2
"2037",4,5,5,2,3,3,2,3,3,3,3,3,2,3,3,4,2,3,4,2,1,3,4
"2038",2,5,5,1,1,1,1,4,3,1,1,1,1,3,2,1,3,1,3,2,1,3,3
"2039",2,4,4,2,3,3,2,2,2,2,4,4,4,4,3,2,2,2,4,5,2,2,1
"2040",5,5,5,3,4,4,1,5,3,4,5,3,4,4,4,3,4,4,5,1,1,3,3
"2041",3,5,5,4,3,5,5,4,2,4,5,3,3,4,4,3,4,4,4,2,1,3,4
"2042",5,5,3,4,3,5,5,5,4,4,4,3,4,3,3,3,4,4,4,4,4,3,2
"2043",4,2,3,3,3,4,2,3,2,3,2,3,4,3,2,3,3,3,2,4,4,3,3
"2044",3,5,4,3,2,1,2,4,2,3,2,3,4,2,3,3,4,2,5,3,3,4,4
"2045",4,5,1,2,2,4,4,4,2,4,4,3,3,3,4,3,3,4,2,2,2,2,3
"2046",4,5,3,3,4,1,2,4,1,5,4,3,3,3,2,4,3,2,4,2,2,2,1
"2047",3,4,3,2,2,4,3,3,2,4,3,3,3,3,3,4,4,4,3,3,3,3,3
"2048",3,3,4,3,4,5,4,4,2,4,2,3,2,4,5,3,2,3,4,3,2,2,2
"2049",3,3,3,3,3,4,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,4,3
"2050",5,5,1,4,4,5,4,5,2,4,4,4,5,4,4,4,5,5,2,3,4,1,2
"2051",5,5,3,4,1,1,1,4,1,1,5,5,3,1,1,5,4,3,1,1,5,5,1
"2052",5,3,3,4,4,5,4,4,2,4,5,3,4,4,4,5,4,5,2,4,4,2,2
"2053",4,3,3,3,4,4,4,4,2,3,4,3,4,3,4,4,3,4,2,4,4,3,2
"2054",3,5,5,3,4,5,4,1,5,4,3,2,3,4,2,3,4,5,4,2,4,5,3
"2055",4,4,2,3,4,4,4,4,2,4,5,3,4,3,3,4,4,5,2,4,4,3,2
"2056",5,5,3,4,1,5,3,5,5,4,5,4,4,4,3,3,4,4,4,4,4,3,4
"2057",5,5,5,4,4,3,2,5,5,5,4,1,3,2,3,4,5,3,5,2,1,5,4
"2058",4,4,3,4,4,5,4,5,4,4,5,4,5,3,4,3,5,4,3,2,3,3,3
"2059",4,4,2,4,3,4,4,4,2,4,4,4,4,4,3,4,4,5,2,3,4,3,2
"2060",3,5,5,3,4,4,2,4,4,4,4,3,4,3,2,2,2,3,3,1,3,3,2
"2061",4,4,3,4,3,5,4,4,3,4,3,3,4,5,4,4,3,5,2,2,3,2,2
"2062",4,4,3,5,4,2,3,5,4,4,3,3,3,3,3,3,4,4,3,2,3,3,3
"2063",4,5,5,1,4,2,2,2,3,2,2,2,4,3,4,3,2,3,5,1,2,3,4
"2064",4,4,5,2,2,4,2,4,3,2,4,2,2,4,4,2,4,2,4,2,2,4,3
"2065",4,5,5,2,2,5,1,4,1,4,4,1,5,3,2,2,3,1,5,1,1,4,1
"2066",4,4,4,4,4,5,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,2,2
"2067",5,4,3,4,4,5,5,5,3,4,4,3,4,5,4,4,4,5,2,2,3,3,2
"2068",4,4,5,4,4,5,4,5,4,4,5,3,5,3,4,3,4,4,4,3,4,2,1
"2069",4,5,5,3,1,5,2,5,5,3,5,1,4,3,4,4,5,2,4,3,3,3,4
"2070",4,4,3,4,4,4,2,4,3,4,4,4,4,4,2,4,3,4,4,3,3,3,2
"2071",4,5,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,2,2
"2072",4,3,3,4,4,4,3,4,2,4,4,5,4,4,4,3,4,4,5,4,4,3,3
"2073",3,5,4,2,2,4,4,4,5,2,4,2,3,3,2,2,4,2,4,2,3,4,3
"2074",4,5,3,3,4,5,4,3,3,4,3,3,4,4,3,3,4,4,4,2,3,3,3
"2075",3,5,4,2,3,2,2,3,2,4,3,2,4,3,3,3,2,3,3,3,3,4,1
"2076",4,5,3,4,4,4,3,4,5,2,4,2,4,2,3,4,4,4,5,2,3,5,2
"2077",4,5,3,3,4,4,3,4,4,4,4,3,4,4,2,3,3,4,3,2,3,3,3
"2078",3,5,4,1,1,3,3,4,4,3,5,2,4,3,3,3,3,2,3,1,1,1,2
"2079",2,5,5,1,3,2,1,1,2,4,2,1,2,1,1,1,2,2,5,1,1,5,4
"2080",3,5,4,3,4,3,3,2,5,3,4,4,2,3,1,2,2,3,5,1,3,4,3
"2081",3,2,3,3,3,2,2,3,3,4,4,2,3,3,3,3,4,3,4,3,3,5,4
"2082",4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,3,3,4,3,3
"2083",3,5,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,5,3,3,4,4
"2084",4,4,2,4,2,4,2,3,2,4,4,3,3,2,2,3,2,3,5,4,3,2,2
"2085",3,4,3,4,2,1,1,3,5,2,3,1,1,1,3,4,3,1,3,2,2,5,5
"2086",4,5,4,1,4,4,4,4,5,3,4,1,4,3,1,3,4,2,4,3,3,5,4
"2087",4,5,4,2,2,3,1,3,3,2,3,3,4,3,2,2,2,3,5,1,1,4,5
"2088",4,5,5,4,4,4,1,5,5,5,5,1,4,2,3,3,4,2,3,2,2,1,2
"2089",4,4,2,4,4,4,4,5,5,4,5,4,4,4,4,5,5,5,2,2,4,2,2
"2090",4,4,5,1,1,2,2,4,4,4,4,2,3,2,4,2,4,1,1,1,1,2,4
"2091",3,5,4,3,3,4,3,3,5,3,2,2,3,4,2,2,2,2,5,1,1,5,4
"2092",4,5,5,3,3,2,2,3,5,4,2,2,3,1,2,2,2,1,4,1,3,4,3
"2093",2,5,3,2,3,5,4,5,4,4,4,2,5,3,4,3,3,5,5,2,2,5,5
"2094",5,4,4,1,5,5,4,4,3,5,5,3,4,4,3,4,4,4,3,4,4,4,5
"2095",3,4,4,3,3,4,2,4,4,4,4,3,4,3,3,2,4,3,5,2,2,3,2
"2096",4,5,5,3,4,2,3,5,3,2,5,3,3,3,2,3,3,3,3,3,3,3,3
"2097",4,4,3,4,4,5,5,4,4,5,5,4,3,4,5,4,5,5,2,3,4,2,2
"2098",4,5,4,4,3,4,4,4,4,4,3,3,3,3,2,3,4,4,5,1,3,3,3
"2099",4,5,5,2,4,4,4,4,4,4,4,3,4,3,4,3,3,4,5,3,3,2,2
"2100",2,4,3,2,3,5,2,4,2,5,4,2,4,3,4,3,4,4,5,2,3,4,2
"2101",4,5,3,4,2,4,4,4,2,5,4,3,4,3,3,4,4,4,4,2,2,3,2
"2102",3,5,4,1,2,1,2,2,2,2,2,1,2,2,2,2,3,1,4,2,2,2,1
"2103",4,5,3,4,4,5,3,4,4,4,3,3,3,4,3,4,3,5,4,3,3,2,1
"2104",5,5,2,3,5,5,3,5,2,5,5,4,4,5,5,5,5,4,5,1,3,3,2
"2105",2,5,5,1,2,1,3,3,5,3,1,1,4,1,1,1,1,1,5,1,2,3,2
"2106",2,5,5,2,3,4,3,1,3,4,3,3,4,2,2,3,1,3,3,1,1,5,2
"2107",4,5,5,3,4,4,3,4,5,4,4,3,4,4,4,3,4,4,4,2,2,5,5
"2108",4,5,3,4,3,4,4,4,3,4,3,3,4,4,3,3,4,4,4,2,3,4,2
"2109",4,5,4,3,3,1,2,4,5,3,3,3,3,4,3,3,4,4,3,3,3,3,4
"2110",4,3,2,4,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2
"2111",4,3,2,4,5,5,5,5,2,5,5,5,5,4,4,4,5,5,3,4,4,1,2
"2112",4,4,3,4,4,4,4,3,2,4,4,4,5,4,4,4,3,4,2,2,4,2,3
"2113",4,4,3,4,4,5,4,4,2,4,4,2,4,2,4,4,4,4,4,2,2,4,3
"2114",4,5,3,3,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,3,3,4
"2115",4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,3,2,2
"2116",4,4,3,5,3,5,4,5,3,5,4,4,4,3,5,4,5,5,4,3,4,2,2
"2117",3,5,5,3,1,4,1,4,3,1,2,3,3,1,1,1,2,4,5,2,1,4,5
"2118",3,5,2,3,4,5,5,3,2,4,4,3,3,2,2,3,4,4,3,1,2,4,1
"2119",3,5,5,3,2,3,2,4,5,1,4,3,3,2,2,2,4,3,4,5,2,4,3
"2120",2,5,4,2,3,4,3,4,5,1,4,3,2,3,2,1,4,3,2,1,4,2,4
"2121",2,5,4,2,4,4,2,1,2,3,2,3,2,3,3,2,1,3,3,2,2,4,3
"2122",3,4,3,4,3,5,4,4,2,4,5,3,4,4,4,3,4,4,4,2,3,3,2
"2123",4,5,4,4,3,5,4,4,3,4,4,3,4,3,4,3,4,4,3,2,4,4,3
"2124",4,5,4,3,4,3,2,3,5,3,3,3,3,3,2,4,3,4,4,4,3,4,4
"2125",2,5,5,3,2,2,1,4,4,4,3,1,2,3,2,1,2,1,5,1,1,5,2
"2126",3,4,5,2,3,4,2,2,3,4,2,3,4,2,3,2,2,2,5,1,2,3,3
"2127",5,5,1,4,4,5,5,4,2,4,5,5,5,5,4,5,4,5,1,4,5,2,2
"2128",5,5,1,4,4,4,5,5,4,3,5,5,5,4,4,4,5,4,4,4,4,4,2
"2129",4,4,5,1,1,1,4,5,4,5,5,1,4,1,2,3,4,1,4,1,3,1,1
"2130",1,3,5,1,3,1,1,3,3,3,3,1,1,1,3,3,1,1,3,1,1,3,1
"2131",2,5,5,2,3,3,3,3,4,4,1,3,4,1,1,2,3,1,4,1,3,2,3
"2132",3,5,4,2,5,2,3,3,5,3,3,5,5,3,1,3,4,4,3,4,4,1,5
"2133",1,5,5,3,3,4,2,4,5,2,3,1,3,3,1,1,3,3,5,1,1,4,3
"2134",4,5,2,4,2,5,4,5,3,3,5,3,5,5,3,3,4,5,5,4,2,4,2
"2135",3,4,3,3,2,4,4,4,4,3,3,2,4,3,4,3,4,4,5,4,2,3,1
"2136",4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,2,3,2,2
"2137",5,4,2,4,4,5,4,5,3,4,4,4,5,5,4,4,4,4,3,3,4,4,3
"2138",3,2,5,3,1,4,3,4,1,3,4,2,2,2,3,2,3,2,3,3,4,2,3
"2139",4,3,2,3,3,4,4,3,3,3,4,3,3,4,3,3,3,5,3,4,3,1,4
"2140",4,5,4,3,4,5,4,4,2,5,4,4,4,4,4,3,3,5,3,2,2,2,4
"2141",4,5,4,3,3,3,2,4,3,3,4,3,3,2,4,3,4,3,4,2,3,2,4
"2142",4,4,2,4,5,5,4,5,2,4,5,5,4,4,4,4,4,5,2,4,4,2,2
"2143",3,5,3,3,4,4,3,3,4,2,3,2,3,3,2,3,3,3,4,2,3,4,4
"2144",5,2,2,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,2,2
"2145",4,4,4,4,2,3,2,4,2,4,5,2,2,2,2,4,4,2,4,2,2,2,2
"2146",4,3,3,2,4,4,3,4,4,4,4,3,3,3,3,3,3,4,4,2,2,3,2
"2147",4,5,4,3,3,2,3,3,3,3,4,3,2,2,3,4,3,2,4,1,2,4,3
"2148",3,4,3,4,3,4,3,3,3,4,3,3,4,4,3,3,3,4,4,4,4,4,4
"2149",4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,3,3,2
"2150",4,5,5,2,3,5,4,1,2,5,1,1,4,2,3,3,1,4,2,2,2,2,2
"2151",3,5,5,3,3,4,2,3,5,4,3,2,2,2,3,3,3,3,5,2,2,4,4
"2152",3,4,4,2,3,4,3,2,2,5,3,3,5,3,2,3,3,3,5,2,2,2,3
"2153",4,5,5,3,3,2,2,2,5,5,3,2,3,2,2,2,3,2,4,3,3,4,3
"2154",4,4,3,2,2,4,3,4,3,3,4,2,2,3,3,3,4,3,5,3,4,3,4
"2155",4,5,3,1,3,2,2,1,4,4,3,4,4,2,4,3,4,4,3,3,3,4,4
"2156",3,5,4,3,3,5,3,4,4,5,4,3,4,2,3,3,4,4,3,2,4,2,2
"2157",3,5,5,2,4,4,2,4,5,4,4,1,3,3,4,3,4,3,4,2,2,4,3
"2158",4,5,4,2,3,3,2,4,4,4,3,3,3,3,3,3,4,4,4,2,3,4,3
"2159",4,4,3,4,5,5,4,4,3,4,4,3,5,4,3,3,4,5,3,4,4,3,3
"2160",5,4,2,4,4,5,4,4,2,4,3,4,4,5,3,3,4,3,2,3,3,3,2
"2161",4,5,2,3,4,4,3,4,4,4,5,4,4,3,4,4,5,4,4,3,4,4,1
"2162",4,2,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,2,2
"2163",3,4,4,2,4,3,2,4,5,5,3,3,4,3,3,3,4,3,4,2,3,3,1
"2164",2,4,4,1,3,1,2,3,3,3,3,2,2,3,4,2,3,1,4,2,2,4,3
"2165",3,5,4,3,2,5,4,3,4,4,4,2,4,4,4,3,4,2,4,2,2,2,3
"2166",4,4,2,4,4,2,4,4,4,2,4,1,4,2,4,4,4,2,2,4,4,3,1
"2167",4,4,2,3,4,4,3,4,2,4,4,4,4,3,4,4,5,4,2,2,3,3,2
"2168",4,5,4,3,4,3,2,4,4,2,2,3,2,3,2,2,2,2,4,1,2,2,2
"2169",3,5,2,3,4,5,2,4,5,4,3,3,4,3,5,5,4,4,5,2,2,1,1
"2170",4,5,3,3,4,4,2,4,4,4,4,3,3,3,4,3,4,4,2,3,4,3,3
"2171",5,4,3,3,4,3,2,4,3,3,4,3,3,4,4,4,4,3,4,2,2,4,4
"2172",4,4,2,4,3,4,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,4,3
"2173",3,4,4,2,3,3,2,3,3,4,3,3,4,2,2,3,3,3,4,2,2,3,2
"2174",4,4,3,3,5,5,4,3,4,4,4,4,4,4,3,4,4,5,2,3,4,3,2
"2175",2,5,5,4,3,5,2,4,5,4,4,2,3,3,3,2,3,3,4,2,3,4,3
"2176",4,5,3,3,3,4,3,4,2,3,4,3,4,4,2,3,3,3,4,3,3,4,4
"2177",3,5,4,4,3,2,1,3,4,4,4,1,4,3,2,2,4,2,4,2,2,2,3
"2178",4,4,4,4,4,3,3,4,3,4,4,3,3,3,3,4,3,3,3,4,3,3,3
"2179",3,4,3,4,2,4,3,4,2,3,2,3,3,3,3,3,2,5,4,1,4,3,3
"2180",4,5,2,4,4,5,4,4,2,4,4,3,4,3,5,4,4,4,2,2,2,2,4
"2181",2,4,2,2,3,3,3,2,4,4,3,2,3,2,2,4,3,4,4,2,3,4,4
"2182",4,5,4,4,3,4,2,4,4,4,4,4,3,2,2,2,4,3,4,2,3,2,3
"2183",4,5,3,3,3,3,4,4,3,4,4,3,4,3,4,3,4,3,3,3,3,4,3
"2184",4,5,2,3,4,5,2,4,1,5,4,3,5,1,3,2,3,4,3,1,3,3,3
"2185",2,5,3,2,1,1,1,1,2,4,3,1,1,1,3,3,3,1,5,1,1,4,2
"2186",4,5,5,3,3,2,3,4,5,4,4,2,3,4,3,3,4,3,4,1,3,4,2
"2187",3,5,5,2,3,5,4,4,5,5,4,2,4,5,4,4,3,3,2,1,3,2,1
"2188",3,5,5,2,1,3,2,2,5,2,2,2,2,3,2,3,2,2,4,1,2,4,3
"2189",4,5,3,5,5,5,4,5,2,3,5,3,5,5,3,3,5,5,2,4,4,1,1
"2190",5,4,2,4,4,3,4,4,2,4,3,4,4,4,3,3,4,4,2,2,2,2,2
"2191",4,3,4,4,3,5,4,4,4,3,4,3,4,3,4,4,4,4,5,3,4,3,3
"2192",3,4,5,2,3,4,3,4,2,4,4,3,4,4,4,3,4,4,4,3,3,3,3
"2193",4,5,5,2,4,4,3,4,5,3,2,3,4,3,3,4,3,4,5,1,2,4,3
"2194",4,5,3,2,1,4,2,5,1,4,5,3,3,3,4,3,3,4,3,4,2,4,1
"2195",4,5,3,4,4,3,4,4,3,4,4,3,4,3,3,3,4,4,3,2,3,3,2
"2196",4,5,4,4,4,4,3,4,5,3,3,2,4,4,2,4,4,4,4,2,4,4,4
"2197",4,4,2,3,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,2,2,2,4
"2198",4,4,3,4,4,5,4,4,5,5,2,3,4,3,3,3,3,3,3,1,3,3,3
"2199",1,5,5,1,1,1,1,4,5,1,3,2,1,1,2,1,3,1,5,1,1,5,2
"2200",2,5,5,2,4,3,1,4,5,4,3,2,1,2,1,3,4,3,5,2,1,5,3
"2201",5,4,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,5,4,2,5,3,3
"2202",4,3,2,4,4,4,3,4,2,3,4,3,3,2,4,4,4,3,3,3,3,2,2
"2203",1,5,5,3,2,4,4,4,4,4,4,2,1,1,4,1,4,2,4,1,3,3,3
"2204",5,5,3,4,4,4,4,4,3,5,5,4,4,4,5,4,5,4,3,4,4,2,3
"2205",3,4,4,3,3,1,2,4,3,4,4,2,3,2,4,3,3,3,4,3,3,3,2
"2206",4,5,3,4,3,5,3,4,5,3,4,3,4,3,3,3,4,5,3,2,3,3,4
"2207",2,5,3,3,3,5,4,5,4,2,5,2,2,3,4,1,4,4,5,1,2,5,1
"2208",3,4,4,3,4,2,4,4,4,4,4,3,3,3,3,3,4,4,3,2,3,3,2
"2209",4,5,5,4,3,4,4,3,4,2,3,2,4,3,3,4,4,4,5,1,3,2,2
"2210",2,5,5,1,2,4,2,4,3,4,4,1,3,2,4,2,3,3,5,1,2,4,4
"2211",3,4,4,3,4,4,3,3,2,4,4,3,3,4,2,4,3,4,5,1,2,3,5
"2212",3,5,5,3,3,3,2,3,4,2,2,1,3,3,1,2,2,2,5,2,2,3,4
"2213",4,5,5,1,3,3,1,3,3,2,3,1,1,3,2,3,2,2,5,2,2,3,2
"2214",4,5,3,4,4,5,1,4,3,4,4,3,2,3,3,3,4,3,4,2,1,3,1
"2215",3,5,3,4,2,5,4,4,1,4,4,4,4,3,4,3,4,5,3,2,4,1,1
"2216",3,5,4,4,5,4,2,4,5,4,3,3,4,4,2,3,3,3,4,2,2,4,5
"2217",3,4,4,3,3,4,4,4,2,3,4,4,4,3,4,3,5,4,5,1,2,5,1
"2218",4,4,2,4,4,4,4,4,2,4,4,3,4,4,3,3,3,4,3,4,4,3,2
"2219",5,4,2,4,4,5,5,4,1,4,4,4,5,4,5,4,5,5,2,2,3,1,4
"2220",1,5,5,2,3,1,1,3,5,2,3,1,1,2,4,1,3,1,4,2,1,4,3
"2221",3,5,2,4,2,3,4,4,5,4,4,3,3,3,4,3,4,3,5,4,4,4,3
"2222",3,4,5,1,3,4,3,4,3,4,4,2,3,2,3,3,3,2,4,1,1,3,2
"2223",3,5,5,2,3,4,2,3,4,3,2,3,3,3,2,3,2,3,5,1,1,5,2
"2224",3,5,4,3,4,4,3,3,2,4,3,2,3,4,3,4,4,4,2,4,3,2,3
"2225",4,5,4,4,3,4,3,4,5,3,4,3,4,3,4,4,4,4,3,2,4,2,2
"2226",4,5,4,3,2,4,2,3,3,3,3,4,4,3,3,3,3,4,5,1,2,1,1
"2227",2,5,4,1,3,4,1,4,5,2,3,1,1,1,2,1,2,3,4,1,4,1,3
"2228",3,3,3,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,3,4,3,3
"2229",3,4,4,3,2,3,2,3,2,4,4,4,4,4,4,4,3,4,3,2,3,3,3
"2230",4,4,3,3,3,4,2,4,4,3,4,3,4,2,4,3,4,4,4,2,2,2,2
"2231",4,5,3,3,4,4,4,4,4,4,4,2,4,3,4,3,4,4,4,1,4,3,3
"2232",3,5,4,3,3,4,2,4,4,3,4,2,3,3,3,4,4,3,3,2,2,4,2
"2233",3,3,3,2,2,4,4,3,2,4,2,4,4,3,4,4,4,4,2,2,2,3,2
"2234",3,5,5,3,3,1,3,2,5,4,3,1,1,1,3,2,3,3,4,1,2,4,2
"2235",4,5,5,3,2,4,3,2,3,4,3,3,4,3,2,4,2,1,5,1,1,2,4
"2236",4,4,2,4,4,4,2,4,2,4,5,3,4,4,4,4,4,3,3,2,3,2,2
"2237",4,5,4,5,4,4,4,4,2,4,4,4,3,5,4,3,3,5,3,1,3,3,2
"2238",4,5,4,3,3,4,4,4,4,3,4,2,4,4,2,2,2,2,4,2,2,3,4
"2239",4,4,2,4,3,4,3,5,2,4,5,3,4,4,4,5,4,4,2,3,3,2,2
"2240",3,4,3,4,4,4,3,4,2,4,4,3,4,3,4,3,4,3,3,1,2,2,2
